#  
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2016-11-16T15:22:07 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to: cds-question@unistra.fr
# 
#   
#Coosys J2000: eq_FK5 J2000 
#INFO votable-version=1.99+ (14-Oct-2013) 
#INFO -ref=VIZ582c79556c5c 
#INFO -out.max=unlimited 
#INFO queryParameters=15 
#-oc.form=sexa
#-out.max=unlimited
#-order=I
#-out.src=J/AJ/131/2766/table5
#-nav=cat:J/AJ/131/2766&tab:{J/AJ/131/2766/table5}&key:source=J/AJ/131/2766/table5&HTTPPRM:&&-ref=VIZ582c79556c5c&-out.max=50&-out.form=HTML Table&-oc.form=sexa&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-order=I&-out=z&-out=imag&-out=iMAG&-out=Cor&-ignore=SDSS=*&SDSS=SDSS&NED=NED&Simbad=Simbad&-file=.&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&-out.src=J/AJ/131/2766/table5
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/AJ/131/2766/table5
#-order=I
#-out=z
#-out=imag
#-out=iMAG
#-out=Cor
#

#RESOURCE=yCat_51312766
#Name: J/AJ/131/2766
#Title: Quasar luminosity function from SDSS-DR3 (Richards+, 2006)
#Table J_AJ_131_2766_table5:
#Name: J/AJ/131/2766/table5
#Title: Statistical quasar sample
#---Details of Columns:
#     z          (F6.3)  Redshift [ucd=src.redshift]
#     imag (mag) (F5.2)  Dereddened i band magnitude [ucd=phot.mag;em.opt.I]
#     iMAG (mag) (F6.2)  Absolute i band magnitude at z=2 [ucd=phys.magAbs]
#     Cor        (F5.2)  [0,1] Selection function value [ucd=meta.note]
# ------ ----- ------ -----
#        imag  iMAG        
# z      (mag) (mag)  Cor  
# ------ ----- ------ -----
 1.776 18.62 -26.74  0.95
 1.867 18.52 -26.96  0.95
 1.893 18.68 -26.85  0.95
 1.419 18.45 -26.40  0.95
 1.686 18.95 -26.27  0.95
 2.858 19.71 -26.88  0.12
 0.484 18.55 -23.87  0.95
 0.889 18.94 -25.00  0.95
 1.604 17.67 -27.43  0.95
 1.745 18.91 -26.40  0.95
 0.734 18.66 -24.86  0.94
 0.627 18.72 -24.32  0.94
 1.274 18.65 -25.97  0.95
 0.660 18.86 -24.35  0.93
 1.569 19.09 -25.96  0.95
 1.426 18.55 -26.31  0.95
 1.095 18.46 -25.85  0.95
 0.834 17.27 -26.54  0.95
 0.443 18.87 -23.35  0.95
 1.660 18.13 -27.06  0.95
 1.566 18.88 -26.15  0.95
 2.049 18.64 -27.14  0.95
 3.121 18.56 -28.25  0.83
 1.583 18.44 -26.63  0.95
 1.439 18.91 -25.97  0.95
 1.863 19.06 -26.42  0.95
 2.178 18.20 -27.76  0.94
 1.662 17.83 -27.36  0.95
 1.150 18.70 -25.70  0.95
 1.567 18.99 -26.05  0.95
 1.244 18.83 -25.74  0.95
 1.202 17.65 -26.84  0.95
 2.180 18.85 -27.12  0.94
 1.203 18.59 -25.90  0.95
 0.527 18.19 -24.44  0.95
 1.558 18.89 -26.13  0.95
 1.644 18.55 -26.62  0.95
 0.768 17.48 -26.15  0.95
 1.236 17.72 -26.84  0.95
 1.576 18.74 -26.32  0.95
 1.868 18.77 -26.72  0.95
 0.536 18.90 -23.77  0.95
 1.690 18.46 -26.77  0.95
 1.183 18.89 -25.57  0.95
 1.889 18.95 -26.58  0.95
 1.119 18.45 -25.90  0.95
 2.878 18.27 -28.33  0.44
 0.513 18.41 -24.15  0.95
 1.982 18.04 -27.65  0.95
 0.484 19.04 -23.38  0.95
 1.371 18.53 -26.26  0.95
 2.281 19.02 -27.08  0.84
 1.952 18.87 -26.76  0.95
 1.565 18.81 -26.23  0.95
 1.337 18.93 -25.80  0.95
 1.619 19.03 -26.10  0.95
 1.953 19.09 -26.54  0.95
 3.706 20.08 -27.09  0.90
 2.295 18.87 -27.25  0.86
 1.158 18.80 -25.62  0.95
 1.271 18.58 -26.03  0.95
 0.477 17.64 -24.75  0.95
 0.524 18.37 -24.24  0.95
 0.571 18.84 -23.99  0.95
 1.746 18.67 -26.65  0.95
 1.656 18.66 -26.52  0.95
 0.967 19.07 -25.03  0.95
 1.367 18.80 -25.97  0.95
 0.499 18.95 -23.54  0.95
 3.707 19.73 -27.44  0.93
 0.366 18.61 -23.26  0.95
 2.256 18.22 -27.85  0.95
 0.571 18.83 -24.00  0.95
 2.031 16.04 -29.71  0.95
 1.508 19.05 -25.90  0.95
 0.956 18.97 -25.11  0.95
 1.060 18.77 -25.49  0.95
 1.984 18.58 -27.11  0.95
 1.235 17.64 -26.90  0.95
 2.641 18.47 -27.97  0.26
 3.762 20.14 -27.07  0.88
 1.572 18.95 -26.10  0.95
 1.004 18.93 -25.24  0.95
 0.496 18.97 -23.51  0.95
 3.446 19.80 -27.23  0.56
 2.294 19.35 -26.76  0.00
 0.499 19.02 -23.47  0.95
 0.960 19.00 -25.09  0.95
 1.354 17.73 -27.03  0.95
 1.264 18.25 -26.35  0.95
 1.047 17.28 -26.95  0.95
 2.301 17.57 -28.56  0.95
 2.720 19.42 -27.05  0.00
 1.504 18.80 -26.14  0.95
 0.947 18.30 -25.77  0.95
 1.032 19.10 -25.12  0.95
 1.338 18.41 -26.32  0.95
 1.330 18.86 -25.86  0.95
 1.220 16.36 -28.16  0.95
 0.880 18.75 -25.17  0.95
 2.190 18.97 -27.01  0.94
 2.241 18.07 -27.98  0.93
 2.141 19.07 -26.85  0.95
 0.662 18.08 -25.13  0.93
 1.758 18.86 -26.47  0.95
 1.171 18.63 -25.80  0.95
 1.534 18.31 -26.67  0.95
 1.451 17.65 -27.24  0.95
 1.958 19.02 -26.63  0.95
 1.026 18.87 -25.33  0.95
 1.660 18.38 -26.81  0.95
 1.250 17.93 -26.65  0.95
 0.982 17.99 -26.14  0.95
 1.205 18.70 -25.80  0.95
 2.100 18.42 -27.43  0.95
 0.622 19.07 -23.95  0.94
 2.161 18.23 -27.71  0.94
 0.466 18.56 -23.77  0.95
 0.578 17.82 -25.04  0.95
 0.687 18.31 -25.02  0.93
 1.187 18.82 -25.64  0.95
 1.038 18.81 -25.41  0.95
 3.121 19.98 -26.83  0.64
 1.037 19.03 -25.19  0.95
 2.079 18.86 -26.96  0.95
 1.620 18.90 -26.22  0.95
 1.667 18.80 -26.40  0.95
 1.804 18.86 -26.53  0.95
 0.474 19.10 -23.27  0.95
 2.942 19.40 -27.26  0.17
 0.849 17.38 -26.47  0.95
 2.167 18.79 -27.15  0.94
 0.942 18.73 -25.33  0.95
 2.177 18.74 -27.22  0.94
 0.672 18.71 -24.54  0.93
 0.893 19.07 -24.89  0.95
 1.655 18.62 -26.56  0.95
 1.190 18.90 -25.57  0.95
 1.711 18.71 -26.56  0.95
 0.551 18.68 -24.06  0.95
 1.228 18.23 -26.31  0.95
 3.558 19.63 -27.43  0.64
 1.188 18.90 -25.57  0.95
 3.354 18.98 -28.01  0.88
 3.157 19.05 -27.78  0.82
 3.432 19.65 -27.38  0.59
 0.643 18.57 -24.55  0.95
 1.156 18.29 -26.12  0.95
 2.449 18.71 -27.58  0.70
 1.202 18.16 -26.33  0.95
 0.136 16.10 -23.10  0.95
 3.073 20.11 -26.65  0.52
 0.779 18.44 -25.22  0.95
 1.137 18.97 -25.41  0.95
 1.413 18.39 -26.46  0.95
 2.114 19.09 -26.79  0.95
 1.715 18.47 -26.80  0.95
 1.321 18.97 -25.73  0.95
 1.117 17.89 -26.47  0.95
 1.294 18.81 -25.84  0.95
 1.128 18.37 -26.00  0.95
 1.260 18.82 -25.78  0.95
 1.279 18.95 -25.68  0.95
 1.797 19.04 -26.35  0.95
 1.660 18.46 -26.73  0.95
 0.468 17.75 -24.60  0.95
 1.026 18.16 -26.04  0.95
 3.687 20.04 -27.11  0.76
 2.389 18.48 -27.74  0.75
 2.437 18.35 -27.93  0.73
 2.435 18.19 -28.08  0.74
 1.570 18.77 -26.27  0.95
 3.157 20.11 -26.72  0.64
 1.553 17.68 -27.34  0.95
 1.354 17.92 -26.84  0.95
 2.332 18.83 -27.33  0.77
 1.643 18.80 -26.36  0.95
 1.955 18.16 -27.48  0.95
 1.739 19.06 -26.25  0.95
 1.786 18.89 -26.48  0.95
 0.436 18.75 -23.44  0.95
 0.345 18.11 -23.63  0.95
 1.551 18.55 -26.46  0.95
 2.158 18.83 -27.10  0.94
 1.744 18.11 -27.20  0.95
 1.243 18.56 -26.00  0.95
 3.931 20.06 -27.28  0.92
 1.397 19.04 -25.78  0.95
 0.400 18.44 -23.60  0.95
 2.410 18.28 -27.97  0.74
 0.469 17.57 -24.77  0.95
 2.291 18.10 -28.01  0.88
 0.439 18.83 -23.37  0.95
 1.341 17.28 -27.45  0.95
 1.740 18.94 -26.37  0.95
 0.980 18.86 -25.27  0.95
 2.018 17.62 -28.11  0.95
 1.649 18.81 -26.36  0.95
 3.491 19.85 -27.19  0.56
 1.779 18.70 -26.66  0.95
 1.477 18.36 -26.55  0.95
 0.957 18.93 -25.16  0.95
 2.195 18.71 -27.28  0.94
 3.760 19.86 -27.35  0.89
 1.255 18.53 -26.06  0.95
 1.747 18.84 -26.48  0.95
 1.944 18.96 -26.66  0.95
 3.745 19.85 -27.35  0.92
 1.837 18.11 -27.34  0.95
 1.881 19.00 -26.51  0.95
 1.759 19.00 -26.33  0.95
 0.803 18.93 -24.79  0.95
 1.894 17.69 -27.84  0.95
 1.421 19.07 -25.78  0.95
 1.698 18.61 -26.63  0.95
 2.883 19.91 -26.70  0.11
 1.354 18.66 -26.09  0.95
 1.742 17.54 -27.77  0.95
 1.556 19.10 -25.92  0.95
 0.540 18.00 -24.68  0.95
 0.767 17.59 -26.03  0.95
 0.846 18.71 -25.13  0.95
 3.472 18.31 -28.73  0.75
 0.965 18.61 -25.49  0.95
 3.120 19.00 -27.81  0.80
 1.713 18.99 -26.29  0.95
 0.719 17.69 -25.78  0.95
 2.153 18.88 -27.05  0.94
 2.889 19.84 -26.77  0.11
 1.825 18.80 -26.63  0.95
 1.635 18.34 -26.81  0.95
 1.230 18.61 -25.94  0.95
 3.243 19.04 -27.85  0.83
 0.765 18.03 -25.58  0.95
 1.833 18.79 -26.65  0.95
 1.823 19.06 -26.37  0.95
 1.859 18.96 -26.52  0.95
 2.102 18.85 -27.01  0.95
 0.950 19.07 -25.01  0.95
 1.035 18.74 -25.48  0.95
 1.104 19.09 -25.24  0.95
 1.506 17.25 -27.69  0.95
 1.481 17.02 -27.89  0.95
 1.885 18.53 -26.98  0.95
 1.118 18.41 -25.94  0.95
 2.796 18.75 -27.78  0.06
 3.139 18.62 -28.20  0.83
 1.801 18.55 -26.85  0.95
 0.624 18.58 -24.45  0.95
 1.002 18.12 -26.04  0.95
 2.458 19.00 -27.30  0.66
 3.140 18.83 -27.99  0.82
 3.187 19.38 -27.47  0.78
 1.523 19.06 -25.91  0.95
 1.525 18.73 -26.24  0.95
 0.545 17.73 -24.98  0.95
 1.671 18.51 -26.69  0.95
 2.261 17.94 -28.13  0.88
 0.407 18.87 -23.20  0.95
 0.597 18.95 -23.98  0.95
 1.042 17.45 -26.78  0.95
 1.293 19.02 -25.63  0.95
 0.499 18.36 -24.13  0.95
 1.234 18.27 -26.28  0.95
 0.423 18.84 -23.29  0.95
 0.935 18.69 -25.36  0.95
 2.252 18.71 -27.35  0.86
 2.265 18.64 -27.44  0.86
 0.421 18.81 -23.32  0.95
 1.540 18.79 -26.20  0.95
 1.700 17.80 -27.45  0.95
 1.529 18.56 -26.41  0.95
 1.716 18.57 -26.71  0.95
 0.821 17.74 -26.04  0.95
 0.894 18.92 -25.03  0.95
 0.263 17.57 -23.49  0.95
 1.012 18.06 -26.12  0.95
 2.009 18.63 -27.10  0.95
 1.054 18.24 -26.01  0.95
 1.103 18.88 -25.45  0.95
 1.341 19.03 -25.70  0.95
 2.531 18.57 -27.80  0.68
 0.728 18.80 -24.69  0.94
 0.887 18.91 -25.03  0.95
 1.630 18.87 -26.27  0.95
 3.772 18.58 -28.64  0.94
 1.483 19.02 -25.90  0.95
 2.090 18.83 -27.01  0.95
 3.341 18.70 -28.28  0.88
 0.628 19.07 -23.98  0.94
 2.076 18.06 -27.76  0.95
 1.751 18.90 -26.43  0.95
 1.237 16.39 -28.16  0.95
 1.070 18.97 -25.31  0.95
 1.545 18.97 -26.03  0.95
 1.304 18.29 -26.39  0.95
 1.586 18.81 -26.26  0.95
 0.330 18.04 -23.60  0.95
 3.369 18.86 -28.13  0.90
 1.120 18.88 -25.48  0.95
 0.494 18.93 -23.54  0.95
 3.158 19.78 -27.05  0.71
 2.205 18.90 -27.10  0.92
 1.708 18.90 -26.36  0.95
 1.696 18.16 -27.09  0.95
 1.022 18.75 -25.45  0.95
 1.115 17.97 -26.38  0.95
 1.720 18.55 -26.73  0.95
 2.147 18.62 -27.30  0.95
 1.620 18.65 -26.47  0.95
 1.890 17.89 -27.63  0.95
 1.471 17.17 -27.74  0.95
 3.256 19.03 -27.87  0.87
 0.695 18.88 -24.48  0.93
 2.106 18.98 -26.88  0.95
 1.795 17.26 -28.12  0.95
 1.715 17.82 -27.46  0.95
 1.469 17.90 -27.01  0.95
 0.809 18.16 -25.58  0.95
 2.239 18.77 -27.27  0.92
 2.222 18.11 -27.91  0.93
 1.862 18.32 -27.16  0.95
 1.227 18.66 -25.88  0.95
 1.883 17.20 -28.31  0.95
 2.417 18.95 -27.31  0.67
 0.979 18.69 -25.44  0.95
 1.643 18.50 -26.66  0.95
 0.846 19.01 -24.83  0.95
 1.837 18.48 -26.97  0.95
 1.775 18.78 -26.58  0.95
 1.949 19.05 -26.59  0.95
 0.922 17.72 -26.30  0.95
 2.098 18.87 -26.98  0.95
 1.889 18.64 -26.88  0.95
 1.312 18.65 -26.04  0.95
 2.712 17.19 -29.28  0.95
 0.535 18.92 -23.74  0.95
 3.454 20.00 -27.04  0.54
 0.605 19.09 -23.86  0.94
 1.805 18.26 -27.14  0.95
 1.798 18.10 -27.29  0.95
 1.442 18.75 -26.13  0.95
 1.901 18.63 -26.91  0.95
 1.232 19.07 -25.48  0.95
 0.825 18.00 -25.78  0.95
 1.575 18.30 -26.75  0.95
 1.815 18.71 -26.70  0.95
 1.563 18.03 -27.00  0.95
 1.626 18.65 -26.49  0.95
 1.347 18.68 -26.07  0.95
 3.431 19.66 -27.37  0.59
 1.158 18.86 -25.55  0.95
 1.434 18.93 -25.95  0.95
 1.450 18.57 -26.32  0.95
 1.132 20.16 -24.22  0.00
 0.394 18.43 -23.58  0.95
 4.923 19.04 -28.73  0.95
 2.886 18.59 -28.02  0.44
 2.245 18.34 -27.72  0.93
 1.794 18.66 -26.73  0.95
 1.891 19.09 -26.44  0.95
 1.106 18.57 -25.77  0.95
 0.961 19.05 -25.04  0.95
 0.682 19.01 -24.30  0.90
 3.768 19.81 -27.40  0.89
 1.430 18.09 -26.78  0.95
 2.220 18.41 -27.61  0.93
 1.955 19.01 -26.63  0.95
 1.912 18.87 -26.69  0.95
 0.844 18.71 -25.12  0.95
 3.590 20.07 -27.01  0.47
 0.806 18.94 -24.79  0.95
 1.253 18.85 -25.73  0.95
 1.422 18.29 -26.56  0.95
 1.060 19.03 -25.23  0.95
 1.210 18.62 -25.89  0.95
 0.952 18.82 -25.25  0.95
 0.954 18.11 -25.97  0.95
 0.374 18.33 -23.58  0.95
 2.732 19.75 -26.73  0.00
 1.524 18.51 -26.46  0.95
 1.624 18.02 -27.11  0.95
 1.463 18.57 -26.33  0.95
 1.086 18.75 -25.55  0.95
 1.153 18.52 -25.89  0.95
 1.993 18.44 -27.27  0.95
 0.959 19.07 -25.03  0.95
 1.257 18.67 -25.92  0.95
 3.464 19.84 -27.19  0.56
 0.816 18.81 -24.95  0.95
 0.809 18.39 -25.35  0.95
 1.300 18.87 -25.80  0.95
 1.565 18.83 -26.20  0.95
 0.426 18.80 -23.34  0.95
 1.286 18.57 -26.07  0.95
 1.661 18.90 -26.29  0.95
 1.791 18.93 -26.45  0.95
 0.637 18.87 -24.22  0.95
 2.187 18.86 -27.12  0.94
 0.590 18.72 -24.18  0.95
 3.178 19.41 -27.43  0.76
 1.246 18.93 -25.63  0.95
 1.899 18.89 -26.65  0.95
 4.265 19.16 -28.41  0.95
 3.096 19.95 -26.84  0.59
 0.908 16.37 -27.62  0.95
 1.584 17.73 -27.33  0.95
 1.625 18.94 -26.20  0.95
 3.498 18.95 -28.09  0.65
 0.949 18.81 -25.26  0.95
 1.028 18.46 -25.75  0.95
 3.200 19.67 -27.19  0.77
 0.482 17.72 -24.69  0.95
 1.626 18.66 -26.47  0.95
 2.426 18.78 -27.49  0.95
 3.619 19.70 -27.40  0.69
 1.941 18.89 -26.73  0.95
 0.463 18.37 -23.95  0.95
 3.196 19.70 -27.16  0.73
 0.499 18.35 -24.14  0.95
 3.202 18.73 -28.13  0.85
 1.006 18.32 -25.85  0.95
 1.575 18.35 -26.71  0.95
 1.429 17.62 -27.24  0.95
 1.273 18.18 -26.43  0.95
 0.398 17.37 -24.66  0.95
 2.775 18.55 -27.96  0.95
 0.950 17.76 -26.31  0.95
 1.174 19.08 -25.36  0.95
 1.591 18.77 -26.31  0.95
 1.099 18.81 -25.51  0.95
 0.836 18.90 -24.91  0.95
 0.768 18.25 -25.38  0.95
 1.423 17.84 -27.02  0.95
 1.259 18.61 -25.98  0.95
 3.071 20.11 -26.66  0.52
 2.510 18.56 -27.79  0.68
 0.702 18.70 -24.70  0.94
 3.886 18.91 -28.39  0.94
 1.764 18.78 -26.56  0.95
 2.630 18.79 -27.64  0.27
 1.202 18.63 -25.86  0.95
 2.385 18.55 -27.67  0.75
 0.963 18.13 -25.96  0.95
 0.404 18.86 -23.19  0.95
 1.847 18.52 -26.94  0.95
 1.869 18.33 -27.16  0.95
 1.937 19.08 -26.53  0.95
 0.760 17.35 -26.26  0.95
 3.747 20.06 -27.14  0.90
 0.842 19.05 -24.78  0.95
 1.589 18.78 -26.29  0.95
 1.145 17.89 -26.50  0.95
 1.231 19.08 -25.46  0.95
 1.728 18.04 -27.25  0.95
 0.406 18.89 -23.17  0.95
 2.063 17.92 -27.88  0.95
 1.216 18.95 -25.56  0.95
 1.160 18.39 -26.03  0.95
 0.741 17.70 -25.84  0.95
 1.838 18.69 -26.75  0.95
 2.029 18.62 -27.13  0.95
 1.567 18.84 -26.20  0.95
 2.510 18.79 -27.57  0.68
 0.988 17.76 -26.38  0.95
 0.702 17.92 -25.48  0.94
 1.253 18.57 -26.01  0.95
 1.800 17.94 -27.45  0.95
 0.934 18.92 -25.12  0.95
 2.052 18.21 -27.58  0.95
 1.835 18.40 -27.04  0.95
 0.973 18.21 -25.90  0.95
 1.847 18.10 -27.36  0.95
 3.536 18.74 -28.31  0.73
 4.357 20.08 -27.58  0.95
 3.368 20.12 -26.88  0.65
 1.486 17.97 -26.95  0.95
 1.504 18.68 -26.26  0.95
 1.748 19.05 -26.27  0.95
 2.433 18.83 -27.45  0.69
 1.038 18.38 -25.85  0.95
 2.122 18.96 -26.93  0.95
 1.240 18.60 -25.96  0.95
 2.059 19.00 -26.80  0.95
 3.786 18.96 -28.27  0.94
 1.517 18.70 -26.26  0.95
 3.509 18.61 -28.43  0.65
 4.150 19.18 -28.30  0.95
 2.115 18.94 -26.94  0.95
 3.805 20.04 -27.20  0.92
 1.892 18.82 -26.71  0.95
 2.912 20.03 -26.60  0.14
 3.922 19.99 -27.34  0.94
 1.895 18.76 -26.77  0.95
 1.100 19.07 -25.25  0.95
 1.891 18.97 -26.55  0.95
 1.961 17.74 -27.91  0.95
 2.222 18.76 -27.26  0.92
 1.677 18.51 -26.70  0.95
 3.933 18.93 -28.41  0.94
 0.463 18.16 -24.16  0.95
 1.826 18.20 -27.22  0.95
 0.887 18.74 -25.20  0.95
 0.509 18.81 -23.73  0.95
 0.758 18.73 -24.86  0.95
 1.592 18.83 -26.25  0.95
 0.906 18.40 -25.59  0.95
 1.220 18.72 -25.80  0.95
 1.257 19.06 -25.52  0.95
 3.686 19.41 -27.74  0.84
 2.090 19.01 -26.83  0.95
 1.847 18.54 -26.91  0.95
 1.529 18.45 -26.53  0.95
 2.413 18.99 -27.26  0.67
 1.685 18.98 -26.24  0.95
 1.971 19.08 -26.59  0.95
 1.332 18.27 -26.45  0.95
 1.031 19.10 -25.11  0.95
 0.886 18.45 -25.48  0.95
 3.207 18.62 -28.24  0.86
 0.632 18.09 -24.98  0.95
 1.400 18.68 -26.15  0.95
 3.144 19.41 -27.41  0.74
 1.986 18.48 -27.21  0.95
 0.595 18.40 -24.52  0.95
 3.292 18.90 -28.04  0.95
 0.526 18.66 -23.97  0.95
 1.480 18.46 -26.46  0.95
 2.239 19.02 -27.02  0.92
 1.255 18.71 -25.87  0.95
 1.946 18.73 -26.89  0.95
 1.746 18.77 -26.55  0.95
 0.771 18.97 -24.66  0.95
 0.757 18.61 -24.98  0.95
 1.685 18.29 -26.94  0.95
 0.962 17.39 -26.71  0.95
 3.169 19.19 -27.64  0.80
 0.949 17.57 -26.51  0.95
 1.550 19.00 -26.01  0.95
 2.088 18.29 -27.54  0.95
 3.318 20.04 -26.92  0.70
 0.871 19.01 -24.89  0.95
 1.797 17.44 -27.94  0.95
 1.292 19.00 -25.66  0.95
 0.373 18.61 -23.29  0.95
 2.029 17.75 -28.00  0.95
 1.052 19.07 -25.17  0.95
 0.736 19.03 -24.50  0.94
 1.397 18.40 -26.43  0.95
 1.355 17.97 -26.79  0.95
 2.426 19.03 -27.23  0.67
 1.859 18.98 -26.49  0.95
 2.328 18.16 -27.99  0.95
 1.526 18.38 -26.59  0.95
 1.398 18.83 -26.00  0.95
 1.367 18.39 -26.39  0.95
 0.330 18.53 -23.11  0.95
 1.048 18.00 -26.24  0.95
 0.498 19.02 -23.46  0.95
 1.656 18.70 -26.49  0.95
 2.006 18.31 -27.41  0.95
 4.336 20.01 -27.63  0.95
 1.585 18.46 -26.61  0.95
 2.428 18.75 -27.52  0.70
 1.070 17.32 -26.95  0.95
 0.585 18.99 -23.89  0.95
 2.084 18.99 -26.84  0.95
 0.648 18.80 -24.35  0.94
 0.375 18.35 -23.57  0.95
 1.012 18.64 -25.54  0.95
 1.903 18.49 -27.06  0.95
 2.563 18.61 -27.79  0.58
 4.270 19.36 -28.22  0.94
 1.805 18.59 -26.81  0.95
 1.574 18.56 -26.49  0.95
 1.229 18.96 -25.58  0.95
 1.089 18.65 -25.65  0.95
 1.161 18.58 -25.84  0.95
 2.276 18.56 -27.53  0.87
 0.588 18.93 -23.96  0.95
 1.067 19.09 -25.18  0.95
 0.239 17.41 -23.24  0.95
 3.706 20.02 -27.14  0.90
 1.923 18.23 -27.35  0.95
 1.229 18.02 -26.52  0.95
 2.624 16.81 -29.62  0.95
 1.219 18.07 -26.45  0.95
 4.742 19.54 -28.11  0.95
 1.968 18.91 -26.76  0.95
 0.222 17.45 -22.97  0.95
 0.843 18.67 -25.16  0.95
 0.555 17.57 -25.18  0.95
 1.563 18.84 -26.20  0.95
 1.102 18.93 -25.39  0.95
 0.592 18.95 -23.95  0.95
 0.461 18.39 -23.91  0.95
 1.586 18.22 -26.85  0.95
 3.369 20.04 -26.96  0.69
 1.847 19.00 -26.45  0.95
 4.641 19.53 -28.14  0.95
 2.278 17.89 -28.21  0.68
 3.776 18.81 -28.41  0.94
 3.028 18.57 -28.17  0.71
 1.514 17.95 -27.00  0.95
 2.362 18.81 -27.38  0.71
 1.536 16.98 -28.00  0.95
 1.105 17.95 -26.38  0.95
 1.218 18.78 -25.73  0.95
 1.383 18.41 -26.39  0.95
 0.725 17.38 -26.10  0.95
 2.184 18.91 -27.06  0.94
 0.341 18.32 -23.40  0.95
 1.534 18.95 -26.04  0.95
 4.599 19.82 -27.88  0.95
 1.040 18.58 -25.64  0.95
 1.685 19.06 -26.17  0.95
 1.128 17.29 -27.08  0.95
 1.653 18.24 -26.93  0.95
 3.321 19.64 -27.32  0.79
 0.941 19.65 -24.41  0.00
 0.865 18.84 -25.05  0.95
 0.933 18.08 -25.96  0.95
 1.848 18.89 -26.57  0.95
 1.708 18.91 -26.36  0.95
 0.446 18.65 -23.58  0.95
 3.180 20.07 -26.78  0.66
 0.559 19.05 -23.73  0.95
 1.239 18.55 -26.01  0.95
 0.929 18.57 -25.46  0.95
 3.162 20.14 -26.69  0.64
 1.538 19.06 -25.93  0.95
 0.690 18.79 -24.56  0.95
 4.248 18.43 -29.13  0.95
 1.017 18.40 -25.79  0.95
 1.174 18.71 -25.73  0.95
 0.794 17.35 -26.35  0.95
 1.518 19.02 -25.94  0.95
 1.760 18.95 -26.38  0.95
 1.002 17.72 -26.44  0.95
 1.229 18.93 -25.61  0.95
 0.864 18.98 -24.90  0.95
 3.215 19.46 -27.41  0.80
 0.647 18.83 -24.31  0.94
 1.684 18.95 -26.28  0.95
 0.974 18.19 -25.93  0.95
 2.387 18.93 -27.29  0.70
 1.218 18.97 -25.55  0.95
 3.763 19.37 -27.84  0.94
 1.674 18.53 -26.68  0.95
 1.943 19.06 -26.56  0.95
 2.261 19.08 -26.99  0.84
 1.571 18.85 -26.19  0.95
 2.226 18.40 -27.63  0.93
 1.712 18.81 -26.46  0.95
 1.852 18.94 -26.52  0.95
 0.765 17.86 -25.76  0.95
 0.570 18.11 -24.72  0.95
 1.122 18.98 -25.38  0.95
 2.132 18.85 -27.05  0.95
 0.613 16.80 -26.19  0.95
 1.284 18.93 -25.71  0.95
 0.347 18.30 -23.45  0.95
 1.156 17.69 -26.72  0.95
 1.906 18.56 -26.99  0.95
 1.216 17.57 -26.95  0.95
 1.201 18.55 -25.94  0.95
 1.082 18.93 -25.36  0.95
 3.875 19.74 -27.55  0.89
 1.579 16.60 -28.46  0.95
 3.197 20.11 -26.75  0.64
 0.511 18.43 -24.12  0.95
 2.039 17.71 -28.06  0.95
 1.510 18.22 -26.73  0.95
 1.139 18.93 -25.46  0.95
 3.888 20.08 -27.22  0.88
 1.440 17.47 -27.41  0.95
 0.947 18.91 -25.16  0.95
 1.940 18.64 -26.97  0.95
 2.485 19.03 -27.30  0.66
 1.301 18.93 -25.74  0.95
 0.405 17.19 -24.87  0.95
 1.099 18.49 -25.83  0.95
 1.492 18.87 -26.06  0.95
 3.065 19.75 -27.01  0.61
 1.413 18.52 -26.33  0.95
 1.337 18.32 -26.41  0.95
 1.311 17.29 -27.40  0.95
 3.846 18.27 -29.00  0.94
 1.462 18.94 -25.96  0.95
 2.987 20.03 -26.67  0.28
 2.935 18.80 -27.85  0.43
 1.200 18.52 -25.97  0.95
 0.761 18.84 -24.76  0.95
 1.217 18.14 -26.37  0.95
 3.797 19.46 -27.77  0.94
 3.813 19.66 -27.59  0.94
 1.477 18.82 -26.09  0.95
 1.454 18.36 -26.53  0.95
 1.817 19.04 -26.38  0.95
 3.203 20.11 -26.75  0.69
 3.436 19.80 -27.23  0.54
 1.892 18.93 -26.60  0.95
 0.621 18.97 -24.05  0.94
 0.320 18.43 -23.13  0.95
 0.656 18.84 -24.34  0.93
 1.675 18.72 -26.49  0.95
 1.602 18.53 -26.57  0.95
 1.603 18.62 -26.48  0.95
 2.302 17.75 -28.37  0.84
 2.314 18.97 -27.17  0.77
 1.065 18.38 -25.88  0.95
 0.710 17.67 -25.76  0.95
 1.084 18.33 -25.97  0.95
 1.482 19.00 -25.92  0.95
 3.094 17.56 -29.22  0.80
 1.294 18.51 -26.14  0.95
 0.693 18.69 -24.67  0.93
 1.974 18.90 -26.78  0.95
 1.078 19.10 -25.19  0.95
 1.438 19.07 -25.81  0.95
 1.881 18.62 -26.89  0.95
 0.947 18.79 -25.28  0.95
 1.869 19.09 -26.40  0.95
 2.490 19.10 -27.24  0.66
 1.048 19.09 -25.14  0.95
